order_id,customer_id,product_id,product_name,category,quantity,unit_price,amount,status,order_date
ORD-045288,1,8,Ergonomic Chair,furniture,1,612.75,612.75,refunded,2026-07-23T08:19:56+00:00
ORD-045289,6,9,USB-C Hub 8-in-1,accessories,5,39.99,199.95,pending,2026-07-23T08:30:14+00:00
ORD-045290,5,2,Wireless Mouse,peripherals,2,49.50,99.00,refunded,2026-07-23T20:21:06+00:00
ORD-045291,5,10,Laptop Stand Aluminium,accessories,3,27.50,82.50,cancelled,2026-07-23T23:34:55+00:00
ORD-045292,1,8,Ergonomic Chair,furniture,3,612.75,1838.25,refunded,2026-07-23T01:29:52+00:00
ORD-045293,2,8,Ergonomic Chair,furniture,3,612.75,1838.25,cancelled,2026-07-23T14:49:34+00:00
ORD-045294,6,2,Wireless Mouse,peripherals,2,49.50,99.00,completed,2026-07-23T23:51:21+00:00
ORD-045295,5,2,Wireless Mouse,peripherals,4,49.50,198.00,refunded,2026-07-23T16:12:17+00:00
ORD-045296,8,6,Desk Speakers Pair,audio,1,89.00,89.00,cancelled,2026-07-23T05:27:07+00:00
ORD-045297,7,6,Desk Speakers Pair,audio,2,89.00,178.00,cancelled,2026-07-23T02:11:50+00:00
ORD-045298,7,1,Mechanical Keyboard 75%,peripherals,3,129.00,387.00,pending,2026-07-23T18:46:18+00:00
ORD-045299,3,6,Desk Speakers Pair,audio,4,89.00,356.00,cancelled,2026-07-23T06:25:21+00:00
ORD-045300,8,3,27in 1440p Monitor,displays,1,319.99,319.99,refunded,2026-07-23T12:59:38+00:00
ORD-045301,6,8,Ergonomic Chair,furniture,1,612.75,612.75,completed,2026-07-23T00:00:56+00:00
ORD-045302,7,6,Desk Speakers Pair,audio,2,89.00,178.00,cancelled,2026-07-23T19:05:32+00:00
ORD-045303,6,2,Wireless Mouse,peripherals,3,49.50,148.50,pending,2026-07-23T17:10:42+00:00
ORD-045304,6,9,USB-C Hub 8-in-1,accessories,2,39.99,79.98,refunded,2026-07-23T07:39:34+00:00
ORD-045305,1,6,Desk Speakers Pair,audio,5,89.00,445.00,pending,2026-07-23T21:24:13+00:00
ORD-045306,7,1,Mechanical Keyboard 75%,peripherals,3,129.00,387.00,cancelled,2026-07-23T21:34:31+00:00
ORD-045307,9,6,Desk Speakers Pair,audio,1,89.00,89.00,refunded,2026-07-23T21:21:08+00:00
ORD-045308,4,5,Over-ear Headphones,audio,2,199.95,399.90,refunded,2026-07-23T15:49:51+00:00
ORD-045309,2,8,Ergonomic Chair,furniture,5,612.75,3063.75,pending,2026-07-23T09:43:45+00:00
ORD-045310,10,8,Ergonomic Chair,furniture,4,612.75,2451.00,completed,2026-07-23T22:01:07+00:00
ORD-045311,7,8,Ergonomic Chair,furniture,5,612.75,3063.75,completed,2026-07-23T20:47:49+00:00
ORD-045312,1,1,Mechanical Keyboard 75%,peripherals,5,129.00,645.00,completed,2026-07-23T03:07:27+00:00
ORD-045313,6,5,Over-ear Headphones,audio,2,199.95,399.90,refunded,2026-07-23T17:27:22+00:00
ORD-045314,5,5,Over-ear Headphones,audio,5,199.95,999.75,refunded,2026-07-23T11:15:37+00:00
ORD-045315,1,2,Wireless Mouse,peripherals,5,49.50,247.50,pending,2026-07-23T02:31:30+00:00
ORD-045316,4,10,Laptop Stand Aluminium,accessories,2,27.50,55.00,completed,2026-07-23T12:25:37+00:00
ORD-045317,9,1,Mechanical Keyboard 75%,peripherals,2,129.00,258.00,refunded,2026-07-23T10:21:43+00:00
ORD-045318,9,3,27in 1440p Monitor,displays,5,319.99,1599.95,completed,2026-07-23T22:22:00+00:00
ORD-045319,4,1,Mechanical Keyboard 75%,peripherals,4,129.00,516.00,completed,2026-07-23T17:34:40+00:00
ORD-045320,7,5,Over-ear Headphones,audio,2,199.95,399.90,completed,2026-07-23T01:26:12+00:00
ORD-045321,6,10,Laptop Stand Aluminium,accessories,5,27.50,137.50,completed,2026-07-23T12:09:04+00:00
ORD-045322,1,10,Laptop Stand Aluminium,accessories,4,27.50,110.00,cancelled,2026-07-23T02:25:30+00:00
ORD-045323,8,5,Over-ear Headphones,audio,2,199.95,399.90,completed,2026-07-23T16:30:34+00:00
ORD-045324,9,5,Over-ear Headphones,audio,3,199.95,599.85,cancelled,2026-07-23T03:56:05+00:00
ORD-045325,5,5,Over-ear Headphones,audio,4,199.95,799.80,pending,2026-07-23T14:55:38+00:00
ORD-045326,9,3,27in 1440p Monitor,displays,2,319.99,639.98,completed,2026-07-23T11:18:07+00:00
ORD-045327,10,5,Over-ear Headphones,audio,2,199.95,399.90,pending,2026-07-23T15:26:02+00:00
ORD-045328,6,5,Over-ear Headphones,audio,4,199.95,799.80,pending,2026-07-23T13:56:37+00:00
ORD-045329,2,7,Standing Desk 120cm,furniture,2,449.00,898.00,completed,2026-07-23T03:46:23+00:00
ORD-045330,4,7,Standing Desk 120cm,furniture,1,449.00,449.00,completed,2026-07-23T03:03:05+00:00
ORD-045331,1,10,Laptop Stand Aluminium,accessories,1,27.50,27.50,refunded,2026-07-23T14:47:22+00:00
ORD-045332,8,6,Desk Speakers Pair,audio,1,89.00,89.00,pending,2026-07-23T08:38:56+00:00
ORD-045333,4,2,Wireless Mouse,peripherals,4,49.50,198.00,refunded,2026-07-23T02:20:38+00:00
ORD-045334,5,3,27in 1440p Monitor,displays,2,319.99,639.98,cancelled,2026-07-23T15:24:00+00:00
ORD-045335,3,4,34in Ultrawide Monitor,displays,2,579.00,1158.00,refunded,2026-07-23T10:35:18+00:00
ORD-045336,6,3,27in 1440p Monitor,displays,4,319.99,1279.96,completed,2026-07-23T23:02:23+00:00
ORD-045337,7,5,Over-ear Headphones,audio,3,199.95,599.85,pending,2026-07-23T14:28:31+00:00
ORD-045338,10,4,34in Ultrawide Monitor,displays,1,579.00,579.00,cancelled,2026-07-23T09:12:59+00:00
ORD-045339,9,3,27in 1440p Monitor,displays,1,319.99,319.99,cancelled,2026-07-23T22:16:31+00:00
ORD-045340,9,8,Ergonomic Chair,furniture,4,612.75,2451.00,cancelled,2026-07-23T09:40:18+00:00
ORD-045341,6,6,Desk Speakers Pair,audio,4,89.00,356.00,pending,2026-07-23T16:02:13+00:00
ORD-045342,1,7,Standing Desk 120cm,furniture,3,449.00,1347.00,pending,2026-07-23T17:28:09+00:00
ORD-045343,9,6,Desk Speakers Pair,audio,4,89.00,356.00,pending,2026-07-23T02:06:48+00:00
ORD-045344,2,7,Standing Desk 120cm,furniture,1,449.00,449.00,refunded,2026-07-23T16:55:47+00:00
ORD-045345,8,6,Desk Speakers Pair,audio,4,89.00,356.00,refunded,2026-07-23T23:43:37+00:00
ORD-045346,3,7,Standing Desk 120cm,furniture,4,449.00,1796.00,cancelled,2026-07-23T11:52:39+00:00
ORD-045347,6,1,Mechanical Keyboard 75%,peripherals,2,129.00,258.00,pending,2026-07-23T13:09:36+00:00
ORD-045348,6,7,Standing Desk 120cm,furniture,5,449.00,2245.00,completed,2026-07-23T08:49:07+00:00
ORD-045349,7,3,27in 1440p Monitor,displays,5,319.99,1599.95,pending,2026-07-23T14:23:18+00:00
ORD-045350,9,9,USB-C Hub 8-in-1,accessories,1,39.99,39.99,completed,2026-07-23T14:48:54+00:00
ORD-045351,6,5,Over-ear Headphones,audio,5,199.95,999.75,refunded,2026-07-23T07:21:39+00:00
ORD-045352,8,8,Ergonomic Chair,furniture,1,612.75,612.75,pending,2026-07-23T00:49:17+00:00
ORD-045353,9,2,Wireless Mouse,peripherals,2,49.50,99.00,cancelled,2026-07-23T19:11:16+00:00
ORD-045354,9,6,Desk Speakers Pair,audio,2,89.00,178.00,cancelled,2026-07-23T01:54:45+00:00
ORD-045355,9,3,27in 1440p Monitor,displays,1,319.99,319.99,pending,2026-07-23T19:29:04+00:00
ORD-045356,3,2,Wireless Mouse,peripherals,2,49.50,99.00,completed,2026-07-23T23:09:19+00:00
ORD-045357,9,4,34in Ultrawide Monitor,displays,3,579.00,1737.00,cancelled,2026-07-23T04:28:05+00:00
ORD-045358,7,3,27in 1440p Monitor,displays,5,319.99,1599.95,pending,2026-07-23T07:16:07+00:00
ORD-045359,5,5,Over-ear Headphones,audio,5,199.95,999.75,pending,2026-07-23T20:58:55+00:00
ORD-045360,3,6,Desk Speakers Pair,audio,5,89.00,445.00,completed,2026-07-23T13:55:18+00:00
ORD-045361,6,10,Laptop Stand Aluminium,accessories,4,27.50,110.00,completed,2026-07-23T17:45:14+00:00
ORD-045362,4,5,Over-ear Headphones,audio,3,199.95,599.85,pending,2026-07-23T18:40:15+00:00
ORD-045363,3,3,27in 1440p Monitor,displays,2,319.99,639.98,completed,2026-07-23T03:08:32+00:00
ORD-045364,8,4,34in Ultrawide Monitor,displays,4,579.00,2316.00,cancelled,2026-07-23T10:52:55+00:00
ORD-045365,5,1,Mechanical Keyboard 75%,peripherals,2,129.00,258.00,refunded,2026-07-23T02:19:31+00:00
ORD-045366,8,5,Over-ear Headphones,audio,2,199.95,399.90,completed,2026-07-23T18:21:03+00:00
ORD-045367,4,9,USB-C Hub 8-in-1,accessories,2,39.99,79.98,refunded,2026-07-23T03:30:15+00:00
ORD-045368,9,3,27in 1440p Monitor,displays,5,319.99,1599.95,pending,2026-07-23T04:27:48+00:00
ORD-045369,9,8,Ergonomic Chair,furniture,1,612.75,612.75,cancelled,2026-07-23T12:54:04+00:00
ORD-045370,4,1,Mechanical Keyboard 75%,peripherals,1,129.00,129.00,cancelled,2026-07-23T20:24:09+00:00
ORD-045371,1,2,Wireless Mouse,peripherals,5,49.50,247.50,completed,2026-07-23T12:05:07+00:00
ORD-045372,1,1,Mechanical Keyboard 75%,peripherals,4,129.00,516.00,refunded,2026-07-23T14:43:11+00:00
ORD-045373,8,10,Laptop Stand Aluminium,accessories,2,27.50,55.00,cancelled,2026-07-23T15:15:29+00:00
ORD-045374,5,10,Laptop Stand Aluminium,accessories,2,27.50,55.00,refunded,2026-07-23T06:05:19+00:00
ORD-045375,3,2,Wireless Mouse,peripherals,1,49.50,49.50,cancelled,2026-07-23T15:20:36+00:00
ORD-045376,1,5,Over-ear Headphones,audio,4,199.95,799.80,refunded,2026-07-23T01:53:15+00:00
ORD-045377,3,6,Desk Speakers Pair,audio,4,89.00,356.00,refunded,2026-07-23T03:50:12+00:00
ORD-045378,2,9,USB-C Hub 8-in-1,accessories,4,39.99,159.96,cancelled,2026-07-23T11:11:13+00:00
ORD-045379,2,6,Desk Speakers Pair,audio,3,89.00,267.00,pending,2026-07-23T06:10:21+00:00
ORD-045380,10,2,Wireless Mouse,peripherals,4,49.50,198.00,refunded,2026-07-23T14:33:34+00:00
ORD-045381,8,3,27in 1440p Monitor,displays,3,319.99,959.97,completed,2026-07-23T23:38:50+00:00
ORD-045382,7,3,27in 1440p Monitor,displays,1,319.99,319.99,completed,2026-07-23T13:15:53+00:00
ORD-045383,2,10,Laptop Stand Aluminium,accessories,1,27.50,27.50,cancelled,2026-07-23T06:41:23+00:00
ORD-045384,5,10,Laptop Stand Aluminium,accessories,2,27.50,55.00,pending,2026-07-23T13:54:13+00:00
ORD-045385,10,5,Over-ear Headphones,audio,2,199.95,399.90,pending,2026-07-23T15:03:27+00:00
ORD-045386,7,1,Mechanical Keyboard 75%,peripherals,3,129.00,387.00,pending,2026-07-23T12:36:37+00:00
ORD-045387,9,10,Laptop Stand Aluminium,accessories,4,27.50,110.00,refunded,2026-07-23T09:46:29+00:00
ORD-045388,6,4,34in Ultrawide Monitor,displays,2,579.00,1158.00,cancelled,2026-07-23T08:45:53+00:00
ORD-045389,3,2,Wireless Mouse,peripherals,3,49.50,148.50,completed,2026-07-23T18:51:50+00:00
ORD-045390,5,2,Wireless Mouse,peripherals,2,49.50,99.00,refunded,2026-07-23T15:26:23+00:00
ORD-045391,8,9,USB-C Hub 8-in-1,accessories,3,39.99,119.97,completed,2026-07-23T04:28:41+00:00
ORD-045392,5,3,27in 1440p Monitor,displays,3,319.99,959.97,completed,2026-07-23T15:51:04+00:00
ORD-045393,9,7,Standing Desk 120cm,furniture,1,449.00,449.00,cancelled,2026-07-23T06:08:52+00:00
ORD-045394,5,3,27in 1440p Monitor,displays,3,319.99,959.97,completed,2026-07-23T20:38:29+00:00
ORD-045395,2,9,USB-C Hub 8-in-1,accessories,5,39.99,199.95,completed,2026-07-23T19:43:21+00:00
ORD-045396,2,1,Mechanical Keyboard 75%,peripherals,5,129.00,645.00,cancelled,2026-07-23T13:25:23+00:00
ORD-045397,1,1,Mechanical Keyboard 75%,peripherals,3,129.00,387.00,pending,2026-07-23T00:24:31+00:00
ORD-045398,3,9,USB-C Hub 8-in-1,accessories,1,39.99,39.99,pending,2026-07-23T07:30:10+00:00
ORD-045399,7,5,Over-ear Headphones,audio,4,199.95,799.80,completed,2026-07-23T04:57:52+00:00
ORD-045400,6,6,Desk Speakers Pair,audio,3,89.00,267.00,pending,2026-07-23T16:42:44+00:00
ORD-045401,8,2,Wireless Mouse,peripherals,3,49.50,148.50,refunded,2026-07-23T20:39:57+00:00
ORD-045402,8,10,Laptop Stand Aluminium,accessories,3,27.50,82.50,completed,2026-07-23T15:00:40+00:00
ORD-045403,4,9,USB-C Hub 8-in-1,accessories,2,39.99,79.98,completed,2026-07-23T17:47:29+00:00
ORD-045404,2,4,34in Ultrawide Monitor,displays,5,579.00,2895.00,cancelled,2026-07-23T16:46:06+00:00
ORD-045405,5,5,Over-ear Headphones,audio,2,199.95,399.90,pending,2026-07-23T03:07:24+00:00
ORD-045406,3,4,34in Ultrawide Monitor,displays,1,579.00,579.00,refunded,2026-07-23T06:22:58+00:00
ORD-045407,8,2,Wireless Mouse,peripherals,2,49.50,99.00,pending,2026-07-23T03:28:18+00:00
ORD-045408,7,2,Wireless Mouse,peripherals,4,49.50,198.00,completed,2026-07-23T00:54:49+00:00
ORD-045409,4,6,Desk Speakers Pair,audio,3,89.00,267.00,pending,2026-07-23T01:04:12+00:00
ORD-045410,2,9,USB-C Hub 8-in-1,accessories,4,39.99,159.96,completed,2026-07-23T10:36:23+00:00
ORD-045411,7,5,Over-ear Headphones,audio,1,199.95,199.95,refunded,2026-07-23T21:23:42+00:00
ORD-045412,7,1,Mechanical Keyboard 75%,peripherals,5,129.00,645.00,refunded,2026-07-23T08:46:32+00:00
ORD-045413,5,7,Standing Desk 120cm,furniture,2,449.00,898.00,refunded,2026-07-23T15:26:19+00:00
ORD-045414,1,1,Mechanical Keyboard 75%,peripherals,5,129.00,645.00,cancelled,2026-07-23T02:20:18+00:00
ORD-045415,1,2,Wireless Mouse,peripherals,3,49.50,148.50,cancelled,2026-07-23T00:13:54+00:00
ORD-045416,5,5,Over-ear Headphones,audio,5,199.95,999.75,completed,2026-07-23T02:40:11+00:00
ORD-045417,2,7,Standing Desk 120cm,furniture,3,449.00,1347.00,pending,2026-07-23T17:18:29+00:00
ORD-045418,3,5,Over-ear Headphones,audio,5,199.95,999.75,pending,2026-07-23T09:00:20+00:00
ORD-045419,10,4,34in Ultrawide Monitor,displays,1,579.00,579.00,pending,2026-07-23T07:00:09+00:00
ORD-045420,4,4,34in Ultrawide Monitor,displays,3,579.00,1737.00,cancelled,2026-07-23T14:10:35+00:00
ORD-045421,8,1,Mechanical Keyboard 75%,peripherals,4,129.00,516.00,pending,2026-07-23T00:17:07+00:00
ORD-045422,7,5,Over-ear Headphones,audio,4,199.95,799.80,cancelled,2026-07-23T06:49:58+00:00
ORD-045423,7,9,USB-C Hub 8-in-1,accessories,2,39.99,79.98,refunded,2026-07-23T19:16:47+00:00
ORD-045424,9,6,Desk Speakers Pair,audio,5,89.00,445.00,pending,2026-07-23T20:05:05+00:00
ORD-045425,5,7,Standing Desk 120cm,furniture,5,449.00,2245.00,pending,2026-07-23T12:48:33+00:00
ORD-045426,2,1,Mechanical Keyboard 75%,peripherals,1,129.00,129.00,cancelled,2026-07-23T03:55:36+00:00
ORD-045427,3,3,27in 1440p Monitor,displays,5,319.99,1599.95,cancelled,2026-07-23T08:38:49+00:00
ORD-045428,2,9,USB-C Hub 8-in-1,accessories,4,39.99,159.96,completed,2026-07-23T17:13:25+00:00
ORD-045429,1,4,34in Ultrawide Monitor,displays,5,579.00,2895.00,completed,2026-07-23T03:38:19+00:00
ORD-045430,1,1,Mechanical Keyboard 75%,peripherals,4,129.00,516.00,pending,2026-07-23T10:00:40+00:00
ORD-045431,7,6,Desk Speakers Pair,audio,2,89.00,178.00,pending,2026-07-23T18:47:36+00:00
ORD-045432,8,10,Laptop Stand Aluminium,accessories,2,27.50,55.00,refunded,2026-07-23T17:48:18+00:00
ORD-045433,9,8,Ergonomic Chair,furniture,4,612.75,2451.00,pending,2026-07-23T16:21:56+00:00
ORD-045434,2,4,34in Ultrawide Monitor,displays,5,579.00,2895.00,pending,2026-07-23T11:09:40+00:00
ORD-045435,4,4,34in Ultrawide Monitor,displays,2,579.00,1158.00,cancelled,2026-07-23T20:54:54+00:00
ORD-045436,4,5,Over-ear Headphones,audio,2,199.95,399.90,completed,2026-07-23T14:29:32+00:00
ORD-045437,1,6,Desk Speakers Pair,audio,5,89.00,445.00,cancelled,2026-07-23T16:23:12+00:00
ORD-045438,9,9,USB-C Hub 8-in-1,accessories,3,39.99,119.97,cancelled,2026-07-23T23:20:17+00:00
ORD-045439,4,6,Desk Speakers Pair,audio,1,89.00,89.00,refunded,2026-07-23T16:55:21+00:00
ORD-045440,6,8,Ergonomic Chair,furniture,1,612.75,612.75,pending,2026-07-23T07:09:33+00:00
ORD-045441,4,7,Standing Desk 120cm,furniture,1,449.00,449.00,refunded,2026-07-23T15:55:37+00:00
ORD-045442,1,6,Desk Speakers Pair,audio,2,89.00,178.00,completed,2026-07-23T10:08:34+00:00
ORD-045443,2,9,USB-C Hub 8-in-1,accessories,1,39.99,39.99,refunded,2026-07-23T16:34:55+00:00
